0,0,0,0,
255,255,255,0,
255,255,255,0,
255,255,255,51,
242,220,202,102,
242,220,202,153,
217,205,145,204,
217,205,145,255,
166,191,96,255,
166,191,96,255,
91,166,55,255,
91,166,55,255,
23,140,35,255,
23,140,35,255,
0,115,60,255,
0,102,72,255,
0,89,84,255,
0,65,74,255,
0,41,64,255,
0,41,64,255,
0,8,38,255,
0,8,38,255,
